n,sigma_minus_n,factorization
8115,1.60296,"3 × 5 × 541"
8116,1.75086,"2^2 × 2029"
8117,1.00012,"8117"
8118,2.42129,"2 × 3^2 × 11 × 41"
8119,1.04643,"23 × 353"
8120,2.6601,"2^3 × 5 × 7 × 29"
8121,1.33383,"3 × 2707"
8122,1.56021,"2 × 31 × 131"
8123,1.00012,"8123"
8124,2.33678,"2^2 × 3 × 677"
8125,1.34572,"5^4 × 13"
8126,1.59488,"2 × 17 × 239"
8127,1.7325,"3^3 × 7 × 43"
8128,2,"2^6 × 127"
8129,1.09239,"11 × 739"
8130,2.40886,"2 × 3 × 5 × 271"
8131,1.02718,"47 × 173"
8132,1.85932,"2^2 × 19 × 107"
8133,1.33383,"3 × 2711"
8134,1.76592,"2 × 7^2 × 83"
8135,1.20074,"5 × 1627"
8136,2.7323,"2^3 × 3^2 × 113"
8137,1.02249,"79 × 103"
8138,1.62055,"2 × 13 × 313"
8139,1.33382,"3 × 2713"
8140,2.35283,"2^2 × 5 × 11 × 37"
8141,1.14384,"7 × 1163"
8142,2.12233,"2 × 3 × 23 × 59"
8143,1.06103,"17 × 479"
8144,1.94131,"2^4 × 509"
8145,1.74291,"3^2 × 5 × 181"
8146,1.50037,"2 × 4073"
8147,1.00012,"8147"
8148,2.69416,"2^2 × 3 × 7 × 97"
8149,1.03816,"29 × 281"
8150,1.87141,"2 × 5^2 × 163"
8151,1.64888,"3 × 11 × 13 × 19"
8152,1.87684,"2^3 × 1019"
8153,1.03618,"31 × 263"
8154,2.23694,"2 × 3^3 × 151"
8155,1.37731,"5 × 7 × 233"
8156,1.75086,"2^2 × 2039"
8157,1.33382,"3 × 2719"
8158,1.50037,"2 × 4079"
8159,1.02954,"41 × 199"
8160,3.33529,"2^5 × 3 × 5 × 17"
8161,1.00012,"8161"
8162,1.90542,"2 × 7 × 11 × 53"
8163,1.44604,"3^2 × 907"
8164,1.89662,"2^2 × 13 × 157"
8165,1.26981,"5 × 23 × 71"
8166,2.00147,"2 × 3 × 1361"
8167,1.00012,"8167"
8168,1.87684,"2^3 × 1021"
8169,1.52773,"3 × 7 × 389"
8170,1.9388,"2 × 5 × 19 × 43"
8171,1.00012,"8171"
8172,2.53891,"2^2 × 3^2 × 227"
8173,1.09238,"11 × 743"
8174,1.54735,"2 × 61 × 67"
8175,1.6685,"3 × 5^2 × 109"
8176,2.24462,"2^4 × 7 × 73"
8177,1.17109,"13 × 17 × 37"
8178,2.11299,"2 × 3 × 29 × 47"
8179,1.00012,"8179"
8180,2.10513,"2^2 × 5 × 409"
8181,1.50862,"3^4 × 101"
8182,1.50037,"2 × 4091"
8183,1.17023,"7^2 × 167"
8184,2.81525,"2^3 × 3 × 11 × 31"
8185,1.20073,"5 × 1637"
8186,1.50037,"2 × 4093"
8187,1.33382,"3 × 2729"
8188,1.8466,"2^2 × 23 × 89"
8189,1.05507,"19 × 431"
8190,3.2,"2 × 3^2 × 5 × 7 × 13"
8191,1.00012,"8191"
8192,1.99988,"2^13"
8193,1.33382,"3 × 2731"
8194,1.59483,"2 × 17 × 241"
8195,1.31788,"5 × 11 × 149"
8196,2.33675,"2^2 × 3 × 683"
8197,1.14383,"7 × 1171"
8198,1.50037,"2 × 4099"
8199,1.44603,"3^2 × 911"
8200,2.38171,"2^3 × 5^2 × 41"
8201,1.02427,"59 × 139"
8202,2.00146,"2 × 3 × 1367"
8203,1.07863,"13 × 631"
8204,2.00683,"2^2 × 7 × 293"
8205,1.60293,"3 × 5 × 547"
8206,1.64075,"2 × 11 × 373"
8207,1.03814,"29 × 283"
8208,3.02144,"2^4 × 3^3 × 19"
8209,1.00012,"8209"
8210,1.80219,"2 × 5 × 821"
8211,1.6836,"3 × 7 × 17 × 23"
8212,1.75085,"2^2 × 2053"
8213,1.02861,"43 × 191"
8214,2.05551,"2 × 3 × 37^2"
8215,1.26208,"5 × 31 × 53"
8216,2.04479,"2^3 × 13 × 79"
8217,1.59474,"3^2 × 11 × 83"
8218,1.71721,"2 × 7 × 587"
8219,1.00012,"8219"
8220,2.82044,"2^2 × 3 × 5 × 137"
8221,1.00012,"8221"
8222,1.50036,"2 × 4111"
8223,1.33382,"3 × 2741"
8224,1.97641,"2^5 × 257"
8225,1.44729,"5^2 × 7 × 47"
8226,2.17141,"2 × 3^2 × 457"
8227,1.05506,"19 × 433"
8228,2.0367,"2^2 × 11^2 × 17"
8229,1.4427,"3 × 13 × 211"
8230,1.80219,"2 × 5 × 823"
8231,1.00012,"8231"
8232,2.91545,"2^3 × 3 × 7^3"
8233,1.00012,"8233"
8234,1.57396,"2 × 23 × 179"
8235,1.80692,"3^3 × 5 × 61"
8236,1.83584,"2^2 × 29 × 71"
8237,1.00012,"8237"
8238,2.00146,"2 × 3 × 1373"
8239,1.25841,"7 × 11 × 107"
8240,2.34757,"2^4 × 5 × 103"
8241,1.38624,"3 × 41 × 67"
8242,1.62048,"2 × 13 × 317"
8243,1.00012,"8243"
8244,2.53882,"2^2 × 3^2 × 229"
8245,1.28369,"5 × 17 × 97"
8246,1.86272,"2 × 7 × 19 × 31"
8247,1.33382,"3 × 2749"
8248,1.87682,"2^3 × 1031"
8249,1.02267,"73 × 113"
8250,2.72291,"2 × 3 × 5^3 × 11"
8251,1.03163,"37 × 223"
8252,1.75085,"2^2 × 2063"
8253,1.6634,"3^2 × 7 × 131"
8254,1.50036,"2 × 4127"
8255,1.30248,"5 × 13 × 127"
8256,2.70736,"2^6 × 3 × 43"
8257,1.04638,"23 × 359"
8258,1.50036,"2 × 4129"
8259,1.33382,"3 × 2753"
8260,2.44068,"2^2 × 5 × 7 × 59"
8261,1.09236,"11 × 751"
8262,2.37908,"2 × 3^5 × 17"
8263,1.00012,"8263"
8264,1.87682,"2^3 × 1033"
8265,1.74229,"3 × 5 × 19 × 29"
8266,1.50036,"2 × 4133"
8267,1.14382,"7 × 1181"
8268,2.56023,"2^2 × 3 × 13 × 53"
8269,1.00012,"8269"
8270,1.80218,"2 × 5 × 827"
8271,1.44602,"3^2 × 919"
8272,2.15861,"2^4 × 11 × 47"
8273,1.00012,"8273"
8274,2.29732,"2 × 3 × 7 × 197"
8275,1.24375,"5^2 × 331"
8276,1.75085,"2^2 × 2069"
8277,1.39181,"3 × 31 × 89"
8278,1.50036,"2 × 4139"
8279,1.061,"17 × 487"
8280,3.3913,"2^3 × 3^2 × 5 × 23"
8281,1.25963,"7^2 × 13^2"
8282,1.5518,"2 × 41 × 101"
8283,1.46034,"3 × 11 × 251"
8284,1.85901,"2^2 × 19 × 109"
8285,1.20072,"5 × 1657"
8286,2.00145,"2 × 3 × 1381"
8287,1.00012,"8287"
8288,2.31081,"2^5 × 7 × 37"
8289,1.48631,"3^3 × 307"
8290,1.80217,"2 × 5 × 829"
8291,1.00012,"8291"
8292,2.33671,"2^2 × 3 × 691"
8293,1.00012,"8293"
8294,1.823,"2 × 11 × 13 × 29"
8295,1.85172,"3 × 5 × 7 × 79"
8296,2.01784,"2^3 × 17 × 61"
8297,1.00012,"8297"
8298,2.17137,"2 × 3^2 × 461"
8299,1.02856,"43 × 193"
8300,2.19614,"2^2 × 5^2 × 83"
8301,1.33382,"3 × 2767"
8302,1.71718,"2 × 7 × 593"
8303,1.10129,"19^2 × 23"
8304,2.59827,"2^4 × 3 × 173"
8305,1.31776,"5 × 11 × 151"
8306,1.50036,"2 × 4153"
8307,1.57746,"3^2 × 13 × 71"
8308,1.83341,"2^2 × 31 × 67"
8309,1.14382,"7 × 1187"
8310,2.40866,"2 × 3 × 5 × 277"
8311,1.00012,"8311"
8312,1.8768,"2^3 × 1039"
8313,1.42043,"3 × 17 × 163"
8314,1.50036,"2 × 4157"
8315,1.20072,"5 × 1663"
8316,3.23232,"2^2 × 3^3 × 7 × 11"
8317,1.00012,"8317"
8318,1.50036,"2 × 4159"
8319,1.38478,"3 × 47 × 59"
8320,2.57452,"2^7 × 5 × 13"
8321,1.02536,"53 × 157"
8322,2.1341,"2 × 3 × 19 × 73"
8323,1.2111,"7 × 29 × 41"
8324,1.75084,"2^2 × 2081"
8325,1.83952,"3^2 × 5^2 × 37"
8326,1.57387,"2 × 23 × 181"
8327,1.09235,"11 × 757"
8328,2.5072,"2^3 × 3 × 347"
8329,1.00012,"8329"
8330,2.21705,"2 × 5 × 7^2 × 17"
8331,1.33381,"3 × 2777"
8332,1.75084,"2^2 × 2083"
8333,1.0786,"13 × 641"
8334,2.17135,"2 × 3^2 × 463"
8335,1.20072,"5 × 1667"
8336,1.94122,"2^4 × 521"
8337,1.52765,"3 × 7 × 397"
8338,1.64068,"2 × 11 × 379"
8339,1.0361,"31 × 269"
8340,2.82014,"2^2 × 3 × 5 × 139"
8341,1.05503,"19 × 439"
8342,1.55071,"2 × 43 × 97"
8343,1.50833,"3^4 × 103"
8344,2.15724,"2^3 × 7 × 149"
8345,1.20072,"5 × 1669"
8346,2.17398,"2 × 3 × 13 × 107"
8347,1.06098,"17 × 491"
8348,1.75084,"2^2 × 2087"
8349,1.52928,"3 × 11^2 × 23"
8350,1.87114,"2 × 5^2 × 167"
8351,1.14382,"7 × 1193"
8352,2.94181,"2^5 × 3^2 × 29"
8353,1.00012,"8353"
8354,1.50036,"2 × 4177"
8355,1.60287,"3 × 5 × 557"
8356,1.75084,"2^2 × 2089"
8357,1.02381,"61 × 137"
8358,2.2972,"2 × 3 × 7 × 199"
8359,1.0786,"13 × 643"
8360,2.58373,"2^3 × 5 × 11 × 19"
8361,1.446,"3^2 × 929"
8362,1.55417,"2 × 37 × 113"
8363,1.00012,"8363"
8364,2.53085,"2^2 × 3 × 17 × 41"
8365,1.37717,"5 × 7 × 239"
8366,1.54913,"2 × 47 × 89"
8367,1.33381,"3 × 2789"
8368,1.9412,"2^4 × 523"
8369,1.00012,"8369"
8370,2.75269,"2 × 3^3 × 5 × 31"
8371,1.09234,"11 × 761"
8372,2.24749,"2^2 × 7 × 13 × 23"
8373,1.33381,"3 × 2791"
8374,1.54765,"2 × 53 × 79"
8375,1.26663,"5^3 × 67"
8376,2.50716,"2^3 × 3 × 349"
8377,1.00012,"8377"
8378,1.54691,"2 × 59 × 71"
8379,1.76871,"3^2 × 7^2 × 19"
8380,2.10501,"2^2 × 5 × 419"
8381,1.09891,"17^2 × 29"
8382,2.199,"2 × 3 × 11 × 127"
8383,1.02207,"83 × 101"
8384,1.99952,"2^6 × 131"
8385,1.76315,"3 × 5 × 13 × 43"
8386,1.71715,"2 × 7 × 599"
8387,1.00012,"8387"
8388,2.53863,"2^2 × 3^2 × 233"
8389,1.00012,"8389"
8390,1.80215,"2 × 5 × 839"
8391,1.33381,"3 × 2797"
8392,1.87679,"2^3 × 1049"
8393,1.25819,"7 × 11 × 109"
8394,2.00143,"2 × 3 × 1399"
8395,1.26933,"5 × 23 × 73"
8396,1.75083,"2^2 × 2099"
8397,1.48625,"3^3 × 311"
8398,1.80043,"2 × 13 × 17 × 19"
8399,1.03155,"37 × 227"
8400,3.66095,"2^4 × 3 × 5^2 × 7"
8401,1.03607,"31 × 271"
8402,1.50036,"2 × 4201"
8403,1.33381,"3 × 2801"
8404,1.91909,"2^2 × 11 × 191"
8405,1.22998,"5 × 41^2"
8406,2.17131,"2 × 3^2 × 467"
8407,1.14381,"7 × 1201"
8408,1.87678,"2^3 × 1051"
8409,1.33381,"3 × 2803"
8410,1.86421,"2 × 5 × 29^2"
8411,1.07859,"13 × 647"
8412,2.33666,"2^2 × 3 × 701"
8413,1.02698,"47 × 179"
8414,1.71714,"2 × 7 × 601"
8415,2.00214,"3^2 × 5 × 11 × 17"
8416,1.97624,"2^5 × 263"
8417,1.05501,"19 × 443"
8418,2.12117,"2 × 3 × 23 × 61"
8419,1.00012,"8419"
8420,2.10499,"2^2 × 5 × 421"
8421,1.52761,"3 × 7 × 401"
8422,1.50036,"2 × 4211"
8423,1.00012,"8423"
8424,3.01638,"2^3 × 3^4 × 13"
8425,1.24368,"5^2 × 337"
8426,1.64064,"2 × 11 × 383"
8427,1.35897,"3 × 53^2"
8428,2.08306,"2^2 × 7^2 × 43"
8429,1.00012,"8429"
8430,2.40854,"2 × 3 × 5 × 281"
8431,1.00012,"8431"
8432,2.11765,"2^4 × 17 × 31"
8433,1.44599,"3^2 × 937"
8434,1.50036,"2 × 4217"
8435,1.37712,"5 × 7 × 241"
8436,2.52252,"2^2 × 3 × 19 × 37"
8437,1.19474,"11 × 13 × 59"
8438,1.50036,"2 × 4219"
8439,1.39353,"3 × 29 × 97"
8440,2.26066,"2^3 × 5 × 211"
8441,1.04632,"23 × 367"
8442,2.51315,"2 × 3^2 × 7 × 67"
8443,1.00012,"8443"
8444,1.75083,"2^2 × 2111"
8445,1.60284,"3 × 5 × 563"
8446,1.5515,"2 × 41 × 103"
8447,1.00012,"8447"
8448,2.90341,"2^8 × 3 × 11"
8449,1.22713,"7 × 17 × 71"
8450,2.01408,"2 × 5^2 × 13^2"
8451,1.48621,"3^3 × 313"
8452,1.75083,"2^2 × 2113"
8453,1.02212,"79 × 107"
8454,2.00142,"2 × 3 × 1409"
8455,1.27735,"5 × 19 × 89"
8456,2.15705,"2^3 × 7 × 151"
8457,1.33381,"3 × 2819"
8458,1.50035,"2 × 4229"
8459,1.09233,"11 × 769"
8460,3.09787,"2^2 × 3^2 × 5 × 47"
8461,1.00012,"8461"
8462,1.50035,"2 × 4231"
8463,1.69396,"3 × 7 × 13 × 31"
8464,2.0254,"2^4 × 23^2"
8465,1.20071,"5 × 1693"
8466,2.14316,"2 × 3 × 17 × 83"
8467,1.00012,"8467"
8468,1.83514,"2^2 × 29 × 73"
8469,1.44598,"3^2 × 941"
8470,2.26116,"2 × 5 × 7 × 11^2"
8471,1.02845,"43 × 197"
8472,2.50708,"2^3 × 3 × 353"
8473,1.03151,"37 × 229"
8474,1.58603,"2 × 19 × 223"
8475,1.66796,"3 × 5^2 × 113"
8476,1.89618,"2^2 × 13 × 163"
8477,1.16999,"7^2 × 173"
8478,2.23638,"2 × 3^3 × 157"
8479,1.02371,"61 × 139"
8480,2.40708,"2^5 × 5 × 53"
8481,1.46021,"3 × 11 × 257"
8482,1.50035,"2 × 4241"
8483,1.06095,"17 × 499"
8484,2.69307,"2^2 × 3 × 7 × 101"
8485,1.20071,"5 × 1697"
8486,1.50035,"2 × 4243"
8487,1.54401,"3^2 × 23 × 41"
8488,1.87677,"2^3 × 1061"
8489,1.07857,"13 × 653"
8490,2.40848,"2 × 3 × 5 × 283"
8491,1.1438,"7 × 1213"
8492,1.91898,"2^2 × 11 × 193"
8493,1.41293,"3 × 19 × 149"
8494,1.55969,"2 × 31 × 137"
8495,1.20071,"5 × 1699"
8496,2.84605,"2^4 × 3^2 × 59"
8497,1.03801,"29 × 293"
8498,1.71711,"2 × 7 × 607"
8499,1.3338,"3 × 2833"
8500,2.31247,"2^2 × 5^3 × 17"
8501,1.00012,"8501"
8502,2.17361,"2 × 3 × 13 × 109"
8503,1.09232,"11 × 773"
8504,1.87676,"2^3 × 1063"
8505,2.05432,"3^5 × 5 × 7"
8506,1.50035,"2 × 4253"
8507,1.02692,"47 × 181"
8508,2.33662,"2^2 × 3 × 709"
8509,1.02292,"67 × 127"
8510,1.92902,"2 × 5 × 23 × 37"
8511,1.3338,"3 × 2837"
8512,2.38722,"2^6 × 7 × 19"
8513,1.00012,"8513"
8514,2.4186,"2 × 3^2 × 11 × 43"
8515,1.30217,"5 × 13 × 131"
8516,1.75082,"2^2 × 2129"
8517,1.42022,"3 × 17 × 167"
8518,1.50035,"2 × 4259"
8519,1.1438,"7 × 1217"
8520,3.04225,"2^3 × 3 × 5 × 71"
8521,1.00012,"8521"
8522,1.50035,"2 × 4261"
8523,1.44597,"3^2 × 947"
8524,1.75082,"2^2 × 2131"
8525,1.39636,"5^2 × 11 × 31"
8526,2.40676,"2 × 3 × 7^2 × 29"
8527,1.00012,"8527"
8528,2.13743,"2^4 × 13 × 41"
8529,1.3338,"3 × 2843"
8530,1.80211,"2 × 5 × 853"
8531,1.05498,"19 × 449"
8532,2.62541,"2^2 × 3^3 × 79"
8533,1.21505,"7 × 23 × 53"
8534,1.59456,"2 × 17 × 251"
8535,1.60281,"3 × 5 × 569"
8536,2.06654,"2^3 × 11 × 97"
8537,1.00012,"8537"
8538,2.00141,"2 × 3 × 1423"
8539,1.00012,"8539"
8540,2.43934,"2^2 × 5 × 7 × 61"
8541,1.57686,"3^2 × 13 × 73"
8542,1.50035,"2 × 4271"
8543,1.00012,"8543"
8544,2.65449,"2^5 × 3 × 89"
8545,1.2007,"5 × 1709"
8546,1.50035,"2 × 4273"
8547,1.70727,"3 × 7 × 11 × 37"
8548,1.75082,"2^2 × 2137"
8549,1.02187,"83 × 103"
8550,2.82807,"2 × 3^2 × 5^2 × 19"
8551,1.06093,"17 × 503"
8552,1.87675,"2^3 × 1069"
8553,1.3338,"3 × 2851"
8554,1.88543,"2 × 7 × 13 × 47"
8555,1.26242,"5 × 29 × 59"
8556,2.51332,"2^2 × 3 × 23 × 31"
8557,1.0284,"43 × 199"
8558,1.64057,"2 × 11 × 389"
8559,1.48615,"3^3 × 317"
8560,2.34673,"2^4 × 5 × 107"
8561,1.14379,"7 × 1223"
8562,2.0014,"2 × 3 × 1427"
8563,1.00012,"8563"
8564,1.75082,"2^2 × 2141"
8565,1.6028,"3 × 5 × 571"
8566,1.50035,"2 × 4283"
8567,1.07856,"13 × 659"
8568,3.27731,"2^3 × 3^2 × 7 × 17"
8569,1.17633,"11 × 19 × 41"
8570,1.8021,"2 × 5 × 857"
8571,1.3338,"3 × 2857"
8572,1.75082,"2^2 × 2143"
8573,1.00012,"8573"
8574,2.0014,"2 × 3 × 1429"
8575,1.44606,"5^2 × 7^3"
8576,2.02192,"2^7 × 67"
8577,1.44596,"3^2 × 953"
8578,1.50035,"2 × 4289"
8579,1.04628,"23 × 373"
8580,3.28951,"2^2 × 3 × 5 × 11 × 13"
8581,1.00012,"8581"
8582,1.71708,"2 × 7 × 613"
8583,1.3338,"3 × 2861"
8584,1.99208,"2^3 × 29 × 37"
8585,1.28317,"5 × 17 × 101"
8586,2.28302,"2 × 3^4 × 53"
8587,1.03598,"31 × 277"
8588,1.85841,"2^2 × 19 × 113"
8589,1.52754,"3 × 7 × 409"
8590,1.8021,"2 × 5 × 859"
8591,1.11465,"11^2 × 71"
8592,2.59777,"2^4 × 3 × 179"
8593,1.07855,"13 × 661"
8594,1.50035,"2 × 4297"
8595,1.74241,"3^2 × 5 × 191"
8596,2.00651,"2^2 × 7 × 307"
8597,1.00012,"8597"
8598,2.0014,"2 × 3 × 1433"
8599,1.00012,"8599"
8600,2.37907,"2^3 × 5^2 × 43"
8601,1.38403,"3 × 47 × 61"
8602,1.80795,"2 × 11 × 17 × 23"
8603,1.14379,"7 × 1229"
8604,2.53835,"2^2 × 3^2 × 239"
8605,1.2007,"5 × 1721"
8606,1.62026,"2 × 13 × 331"
8607,1.4128,"3 × 19 × 151"
8608,1.97607,"2^5 × 269"
8609,1.00012,"8609"
8610,2.80976,"2 × 3 × 5 × 7 × 41"
8611,1.02195,"79 × 109"
8612,1.75081,"2^2 × 2153"
8613,1.67189,"3^3 × 11 × 29"
8614,1.54632,"2 × 59 × 73"
8615,1.2007,"5 × 1723"
8616,2.50696,"2^3 × 3 × 359"
8617,1.14379,"7 × 1231"
8618,1.55953,"2 × 31 × 139"
8619,1.52872,"3 × 13^2 × 17"
8620,2.10487,"2^2 × 5 × 431"
8621,1.03143,"37 × 233"
8622,2.17119,"2 × 3^2 × 479"
8623,1.00012,"8623"
8624,2.45872,"2^4 × 7^2 × 11"
8625,1.73635,"3 × 5^3 × 23"
8626,1.5859,"2 × 19 × 227"
8627,1.00012,"8627"
8628,2.33658,"2^2 × 3 × 719"
8629,1.00012,"8629"
8630,1.80209,"2 × 5 × 863"
8631,1.66284,"3^2 × 7 × 137"
8632,2.04356,"2^3 × 13 × 83"
8633,1.02166,"89 × 97"
8634,2.00139,"2 × 3 × 1439"
8635,1.31743,"5 × 11 × 157"
8636,1.86753,"2^2 × 17 × 127"
8637,1.3338,"3 × 2879"
8638,1.71706,"2 × 7 × 617"
8639,1.02512,"53 × 163"
8640,3.52778,"2^6 × 3^3 × 5"
8641,1.00012,"8641"
8642,1.56214,"2 × 29 × 149"
8643,1.3847,"3 × 43 × 67"
8644,1.75081,"2^2 × 2161"
8645,1.55466,"5 × 7 × 13 × 19"
8646,2.19847,"2 × 3 × 11 × 131"
8647,1.00012,"8647"
8648,1.99815,"2^3 × 23 × 47"
8649,1.49254,"3^2 × 31^2"
8650,1.87075,"2 × 5^2 × 173"
8651,1.02925,"41 × 211"
8652,2.69256,"2^2 × 3 × 7 × 103"
8653,1.0609,"17 × 509"
8654,1.50035,"2 × 4327"
8655,1.60277,"3 × 5 × 577"
8656,1.94108,"2^4 × 541"
8657,1.0923,"11 × 787"
8658,2.3964,"2 × 3^2 × 13 × 37"
8659,1.14378,"7 × 1237"
8660,2.10485,"2^2 × 5 × 433"
8661,1.3338,"3 × 2887"
8662,1.54606,"2 × 61 × 71"
8663,1.00012,"8663"
8664,2.6385,"2^3 × 3 × 19^2"
8665,1.20069,"5 × 1733"
8666,1.71706,"2 × 7 × 619"
8667,1.50779,"3^4 × 107"
8668,1.91878,"2^2 × 11 × 197"
8669,1.00012,"8669"
8670,2.54948,"2 × 3 × 5 × 17^2"
8671,1.1625,"13 × 23 × 29"
8672,1.97601,"2^5 × 271"
8673,1.57731,"3 × 7^2 × 59"
8674,1.50035,"2 × 4337"
8675,1.24357,"5^2 × 347"
8676,2.53827,"2^2 × 3^2 × 241"
8677,1.00012,"8677"
8678,1.50035,"2 × 4339"
8679,1.46008,"3 × 11 × 263"
8680,2.65438,"2^3 × 5 × 7 × 31"
8681,1.00012,"8681"
8682,2.00138,"2 × 3 × 1447"
8683,1.05493,"19 × 457"
8684,1.8959,"2^2 × 13 × 167"
8685,1.74231,"3^2 × 5 × 193"
8686,1.55008,"2 × 43 × 101"
8687,1.22666,"7 × 17 × 73"
8688,2.59761,"2^4 × 3 × 181"
8689,1.00012,"8689"
8690,1.98849,"2 × 5 × 11 × 79"
8691,1.33379,"3 × 2897"
8692,1.82651,"2^2 × 41 × 53"
8693,1.00012,"8693"
8694,2.6501,"2 × 3^3 × 7 × 23"
8695,1.25865,"5 × 37 × 47"
8696,1.87672,"2^3 × 1087"
8697,1.44234,"3 × 13 × 223"
8698,1.50034,"2 × 4349"
8699,1.00011,"8699"
8700,2.9931,"2^2 × 3 × 5^2 × 29"
8701,1.25779,"7 × 11 × 113"
8702,1.58584,"2 × 19 × 229"
8703,1.44594,"3^2 × 967"
8704,2.11558,"2^9 × 17"
8705,1.20069,"5 × 1741"
8706,2.00138,"2 × 3 × 1451"
8707,1.00011,"8707"
8708,2.00643,"2^2 × 7 × 311"
8709,1.33379,"3 × 2903"
8710,1.96739,"2 × 5 × 13 × 67"
8711,1.03593,"31 × 281"
8712,2.97693,"2^3 × 3^2 × 11^2"
8713,1.00011,"8713"
8714,1.50034,"2 × 4357"
8715,1.8506,"3 × 5 × 7 × 83"
8716,1.7508,"2^2 × 2179"
8717,1.04623,"23 × 379"
8718,2.00138,"2 × 3 × 1453"
8719,1.00011,"8719"
8720,2.34633,"2^4 × 5 × 109"
8721,1.65119,"3^3 × 17 × 19"
8722,1.7645,"2 × 7^2 × 89"
8723,1.19408,"11 × 13 × 61"
8724,2.33654,"2^2 × 3 × 727"
8725,1.24355,"5^2 × 349"
8726,1.50034,"2 × 4363"
8727,1.33379,"3 × 2909"
8728,1.87672,"2^3 × 1091"
8729,1.20976,"7 × 29 × 43"
8730,2.6268,"2 × 3^2 × 5 × 97"
8731,1.00011,"8731"
8732,1.82776,"2^2 × 37 × 59"
8733,1.38509,"3 × 41 × 71"
8734,1.64049,"2 × 11 × 397"
8735,1.20069,"5 × 1747"
8736,3.23077,"2^5 × 3 × 7 × 13"
8737,1.00011,"8737"
8738,1.59442,"2 × 17 × 257"
8739,1.44593,"3^2 × 971"
8740,2.30664,"2^2 × 5 × 19 × 23"
8741,1.00011,"8741"
8742,2.10844,"2 × 3 × 31 × 47"
8743,1.14377,"7 × 1249"
8744,1.87672,"2^3 × 1093"
8745,1.77839,"3 × 5 × 11 × 53"
8746,1.50034,"2 × 4373"
8747,1.00011,"8747"
8748,2.6246,"2^2 × 3^7"
8749,1.07852,"13 × 673"
8750,2.14217,"2 × 5^4 × 7"
8751,1.33379,"3 × 2917"
8752,1.94104,"2^4 × 547"
8753,1.00011,"8753"
8754,2.00137,"2 × 3 × 1459"
8755,1.28292,"5 × 17 × 103"
8756,1.91868,"2^2 × 11 × 199"
8757,1.66267,"3^2 × 7 × 139"
8758,1.562,"2 × 29 × 151"
8759,1.05491,"19 × 461"
8760,3.0411,"2^3 × 3 × 5 × 73"
8761,1.00011,"8761"
8762,1.62018,"2 × 13 × 337"
8763,1.40226,"3 × 23 × 127"
8764,2.00639,"2^2 × 7 × 313"
8765,1.20068,"5 × 1753"
8766,2.17112,"2 × 3^2 × 487"
8767,1.09228,"11 × 797"
8768,1.99886,"2^6 × 137"
8769,1.3867,"3 × 37 × 79"
8770,1.80205,"2 × 5 × 877"
8771,1.16976,"7^2 × 179"
8772,2.52804,"2^2 × 3 × 17 × 43"
8773,1.03591,"31 × 283"
8774,1.55095,"2 × 41 × 107"
8775,1.97835,"3^3 × 5^2 × 13"
8776,1.87671,"2^3 × 1097"
8777,1.02267,"67 × 131"
8778,2.62474,"2 × 3 × 7 × 11 × 19"
8779,1.00011,"8779"
8780,2.10478,"2^2 × 5 × 439"
8781,1.33379,"3 × 2927"
8782,1.50034,"2 × 4391"
8783,1.00011,"8783"
8784,2.84449,"2^4 × 3^2 × 61"
8785,1.37689,"5 × 7 × 251"
8786,1.57341,"2 × 23 × 191"
8787,1.39297,"3 × 29 × 101"
8788,1.89577,"2^2 × 13^3"
8789,1.17966,"11 × 17 × 47"
8790,2.40819,"2 × 3 × 5 × 293"
8791,1.02377,"59 × 149"
8792,2.15651,"2^3 × 7 × 157"
8793,1.44592,"3^2 × 977"
8794,1.50034,"2 × 4397"
8795,1.20068,"5 × 1759"
8796,2.33652,"2^2 × 3 × 733"
8797,1.05491,"19 × 463"
8798,1.54672,"2 × 53 × 83"
8799,1.52745,"3 × 7 × 419"
8800,2.66318,"2^5 × 5^2 × 11"
8801,1.07851,"13 × 677"
8802,2.23586,"2 × 3^3 × 163"
8803,1.00011,"8803"
8804,1.83189,"2^2 × 31 × 71"
8805,1.60273,"3 × 5 × 587"
8806,1.86418,"2 × 7 × 17 × 37"
8807,1.00011,"8807"
8808,2.50681,"2^3 × 3 × 367"
8809,1.0462,"23 × 383"
8810,1.80204,"2 × 5 × 881"
8811,1.59346,"3^2 × 11 × 89"
8812,1.75079,"2^2 × 2203"
8813,1.14376,"7 × 1259"
8814,2.17291,"2 × 3 × 13 × 113"
8815,1.25786,"5 × 41 × 43"
8816,2.1098,"2^4 × 19 × 29"
8817,1.33379,"3 × 2939"
8818,1.50034,"2 × 4409"
8819,1.00011,"8819"
8820,3.52857,"2^2 × 3^2 × 5 × 7^2"
8821,1.00011,"8821"
8822,1.64044,"2 × 11 × 401"
8823,1.41993,"3 × 17 × 173"
8824,1.8767,"2^3 × 1103"
8825,1.24351,"5^2 × 353"
8826,2.00136,"2 × 3 × 1471"
8827,1.24346,"7 × 13 × 97"
8828,1.75079,"2^2 × 2207"
8829,1.50753,"3^4 × 109"
8830,1.80204,"2 × 5 × 883"
8831,1.00011,"8831"
8832,2.77174,"2^7 × 3 × 23"
8833,1.11423,"11^2 × 73"
8834,1.717,"2 × 7 × 631"
8835,1.73854,"3 × 5 × 19 × 31"
8836,1.78803,"2^2 × 47^2"
8837,1.00011,"8837"
